"ICAO","IATA","BASE_PRICE","USG_FROM","USG_TO","INTO PLANE FEE","SUPPLIER","EXCISE TAX","VAT","MOT_GAL","AIRPORT FEES","FLIGHT TYPE","TOTAL PRICE USD","EFFECTIVE DATE","EXPIRATION DATE","DISC","NOTES1"
"EPRZ","RZE","7.9596","1","99999","","Rzeszow Port Lotniczy - Part 91","","","","","91","7.9596","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Regarding excise tax the crew has to report to the into plane agent during fueling that the flight is commercial and crew signs the document of excise tax exemption. Additional SAF Fee may be applied. Private price is valid for Military and Cargo flights."
"EPSC","SZZ","3.2764","1","99999","","Orlen Aviation","","","","","135","3.2764","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 6 hours prior notice recommended. VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPSC","SZZ","6.2362","1","99999","","Orlen Aviation - Part 91","","","","","91","6.2362","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG 6 hours prior notice recommended. VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Additional SAF Fee may be applied."
"EPSY","SZY","7.1678","1","99999","","Air Bp Aramco","","","","","135","7.1678","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook Up Fee 10 USD Per Uplift. Overtime Fee 175 USD Per Uplift. Minimum 24 to 48 hrs notice period required for Out of Hours fueling. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"EPSY","SZY","9.1477","1","99999","","Air Bp Aramco - Part 91","","","","","91","9.1477","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 70 USD for uplift under 265 USG Hook Up Fee 10 USD Per Uplift. Overtime Fee 175 USD Per Uplift. Minimum 24 to 48 hrs notice period required for Out of Hours fueling. Not valid for flights to Venezuela Myanmar North Korea Sudan Cuba Iran Belarus and Syria. Cannot fuel Russian Operators and Russian aircraft registrations. Additional SAF Fee may be applied."
"EPWA","WAW","3.1198","1","99999","","Orlen Aviation","","","","","135","3.1198","3/3/2026","3/9/2026","","Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied."
"EPWA","WAW","6.0435","1","99999","","Orlen Aviation - Part 91","","","","","91","6.0435","3/3/2026","3/9/2026","","Part 91 / Executive or Private. Valid: 3/3/2026 - 3/9/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 70 USD for uplift under 265 USG VAT Exemption Form must be filled for VAT exemption. Please contact orderfuel@flyevo.com to get the VAT Exemption Form. Hook up fee 17 USD. Overtime fee 210 USD. Defueling fee 780 USD. Defueling Microbiological tests fee 210 USD/Tank. Additional SAF Fee may be applied."
"ESGG","GOT","4.7162","1","99999","","Gothenburg Fuelling Company (Gfc)","","","","","135","4.7162","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 27 USD for uplift under 265 USG 24HRS minum notice. Hook up fee 85 USD. No fuel fee 85 USD. Please note that the list of airports for the SAF Mandate fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list."
"ESGG","GOT","6.7726","1","99999","","Gothenburg Fuelling Company (Gfc) - Part 91","","","","","91","6.7726","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 27 USD for uplift under 265 USG 24HRS minum notice. Hook up fee 85 USD. No fuel fee 85 USD. Please note that the list of airports for the SAF Mandate fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list."
"ESMS","MMX","4.9338","1","99999","","Air Bp","","","","","135","4.9338","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 27 USD for uplift under 265 USG Hookup Fee 165 USD. No Fuel Fee 165 USD. Please note that the list of airports for the SAF Mandate Fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list."
"ESMS","MMX","6.9902","1","99999","","Air Bp - Part 91","","","","","91","6.9902","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 27 USD for uplift under 265 USG Hookup Fee 165 USD. No Fuel Fee 165 USD. Please note that the list of airports for the SAF Mandate Fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list."
"ESSA","ARN","4.7896","1","99999","","Air Bp","","","","","135","4.7896","3/9/2026","3/15/2026","","Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 30 USD for uplift under 265 USG Hook-up fee 55 USD. No fuel fee 110 USD. Stamp duty of 3 USD/invoice.Please note that the list of airports for the SAF Mandate fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list.. Cannot assist RA Operators and RA Aircraft."
"ESSA","ARN","6.846","1","99999","","Air Bp - Part 91","","","","","91","6.846","3/9/2026","3/15/2026","","Part 91 / Executive or Private. Valid: 3/9/2026 - 3/15/2026 Subject to change based on exchange rate fluctuations. Vendor small uplift 30 USD for uplift under 265 USG Hook-up fee 55 USD. No fuel fee 110 USD. Stamp duty of 3 USD/invoice.Please note that the list of airports for the SAF Mandate fee is subject to change and any changes will result in corresponding billing adjustments. Not valid for flights involving sanctioned countries or regions or for any flights owned by or carrying individuals on the SDN list.. Cannot assist RA Operators and RA Aircraft."
"ESSB","BMA","5.9519","1","99999","","Grafair Jet Center","","","","","135","5.9519","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Price is SEK based using rate of 9.146748. Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"ESSB","BMA","8.0633","1","99999","","Grafair Jet Center - Part 91","","","","","91","8.0633","3/4/2026","3/11/2026","D","Part 91 / Executive or Private. Valid: 3/4/2026 - 3/11/2026  Price is SEK based using rate of 9.146748. Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"EVRA","RIX","3.6926","1","99999","","Fbo Riga / Gulfstream Oil","","","","","135","3.6926","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Subject to change based on actual density readings at the moment of the uplift.  CLIENT DECLARATION FORM AND CUSTOMER FORM MUST BE FILLED IN BEFORE THE UPLIFT. Please contact EVO Fuels Dispatch orderfuel@flyevo.com for the form. Hook up fee 50 USD. Night Service fee 23:00 - 06:00 LT - 220 USD. FBO RIGA Fuel Supervision 45 USD per uplift. Not valid via RixJet. Valid at CAPITAL HANDLING LTD. Valid for military flights: commercial price is valid but AOC and VAT Exemption should be provided. In other case private price will apply."
"EVRA","RIX","6.0704","1","99999","","Fbo Riga / Gulfstream Oil - Part 91","","","","","91","6.0704","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change based on exchange rate fluctuations. Subject to change based on actual density readings at the moment of the uplift.  CLIENT DECLARATION FORM AND CUSTOMER FORM MUST BE FILLED IN BEFORE THE UPLIFT. Please contact EVO Fuels Dispatch orderfuel@flyevo.com for the form. Hook up fee 50 USD. Night Service fee 23:00 - 06:00 LT - 220 USD. FBO RIGA Fuel Supervision 45 USD per uplift. Not valid via RixJet. Valid at CAPITAL HANDLING LTD. Valid for military flights: commercial price is valid but AOC and VAT Exemption should be provided. In other case private price will apply."
"EYKA","KUN","4.439","1","99999","","NAFTELF","","","","","135","4.439","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook-up fee 40 USD. After-hours Fee fee 205 USD. Private price is valid for Military flights."
"EYKA","KUN","6.8424","1","99999","","NAFTELF - Part 91","","","","","91","6.8424","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook-up fee 40 USD. After-hours Fee fee 205 USD. Private price is valid for Military flights."
"EYVI","VNO","4.4323","1","99999","","NAFTELF","","","","","135","4.4323","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook up fee 40 USD. After-hours Fee fee 260 USD."
"EYVI","VNO","6.8749","1","99999","","NAFTELF - Part 91","","","","","91","6.8749","3/1/2026","3/31/2026","D","Part 91 / Executive or Private. Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Hook up fee 40 USD. After-hours Fee fee 260 USD."
"F82","F82","6.5282","1","300","","ClearTech Aviation LLC - Jet w Additive","","","","","ALL","6.5282","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"F82","F82","6.3254","301","500","","ClearTech Aviation LLC - Jet w Additive","","","","","ALL","6.3254","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"F82","F82","6.1226","501","1000","","ClearTech Aviation LLC - Jet w Additive","","","","","ALL","6.1226","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"F82","F82","5.9198","1001","99999","","ClearTech Aviation LLC - Jet w Additive","","","","","ALL","5.9198","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"FA54","FA54","6.7616","1","99999","","Boca Grande Jet Center - Jet","","","","","ALL","6.7616","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"FACT","CPT","5.6463","1","99999","","AIRPORT AUTHORITY - [INTERNATIONAL]","","","","","ALL","5.6463","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 25 USD for uplift under 500 USG NOTAM: Fuel restriction is in place. Fuel availability need to check flight by flight. CAA Levy fee 208.30 ZAR / M3. Not valid at Signature."
"FALE","DUR","5.1302","1","99999","","Airport Authority - [INTERNATIONAL]","","","","","ALL","5.1302","3/10/2026","3/16/2026","","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification. Vendor small uplift 25 USD for uplift under 500 USG NOTAM: Fuel restriction is in place. Fuel availability need to check flight by flight"
"FAOR","JNB","4.819","1","99999","","FIREBLADE AVIATION","","","","","135","4.819","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Price is ZAR based using rate of 16.227522. Subject to change based on exchange rate fluctuations.  48H prior notice required. DESTINATION MUST BE NOTED ON FUEL REQUEST."
"FAOR","JNB","5.6048","1","99999","","FIREBLADE AVIATION - Part 91","","","","","91","5.6048","3/4/2026","3/11/2026","D","Part 91 / Executive or Private. Valid: 3/4/2026 - 3/11/2026  Price is ZAR based using rate of 16.227522. Subject to change based on exchange rate fluctuations.  48H prior notice required. DESTINATION MUST BE NOTED ON FUEL REQUEST."
"FGBT","BSG","6.8154","1","99999","","AIR TOTAL - [INTERNATIONAL]","","","","","ALL","6.8154","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  48 Hours prior notice."
"FGMY","GEM","6.8154","1","99999","","Air Total - [INTERNATIONAL]","","","","","ALL","6.8154","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"FGSL","SSG","6.8154","1","99999","","Air Total - [INTERNATIONAL]","","","","","ALL","6.8154","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  NO FUEL from 29 December 2025 until further notice. 48 Hours prior notice required."
"FKKD","DLA","3.9038","1","99999","","Ola Energy - [INTERNATIONAL]","","","","","ALL","3.9038","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597. Subject to change without prior notification.  An authorization must be requested from the authorities before the flight. 2 working days prior notification. AOC and Name of aircraft owner requested by local authorities."
"FKYS","NSI","3.9379","1","99999","","Ola Energy - [INTERNATIONAL]","","","","","ALL","3.9379","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026  Price is EUR based using rate of .8597.  2 working days prior notification. Fuel availability check required in advance. An authorization must be requested from the authorities before the flight. AOC and Name of aircraft owner requested by local authorities."
"FLSW","SLI","4.7136","1","99999","","AIR TOTAL - [INTERNATIONAL]","","","","","ALL","4.7136","3/1/2026","3/31/2026","D","Valid: 3/1/2026 - 3/31/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
