IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
EFL,LGKF,GR,KEFALLINIA,EKO ABEE,3/3/2026,Corporate,3.304241,1,99999,6.697417,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS.NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOUR: 0600-2200 (JAN-DEC). ",Yes
EFL,LGKF,GR,KEFALLINIA,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.304241,1,99999,6.697417,"Private flights only, all applicable taxes will be charged. ",No
KLX,LGKL,GR,KALAMATA,EKO ABEE,3/3/2026,Corporate,3.303741,1,99999,6.451318,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOURS: 0600-2200 (APR-NOV) EVERY TUESDAY, THURSDAY & SATURDAY 0600-2200 (DEC-MAR). EKO installation at this airport is operating at a reduced schedule for the period between November to March. 
If the service hours fall outside the announced operating schedule ,additional charges valid throughout that period : attendance fee of 380,00 € per day and hook-up fee of 150,00 €. ",Yes
KLX,LGKL,GR,KALAMATA,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.303741,1,99999,6.451318,"Private flights only, all applicable taxes will be charged. ",No
KGS,LGKO,GR,KOS,EKO ABEE,3/3/2026,Corporate,3.007241,1,99999,5.971847,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING HOUR: 0600-2200 (JAN-DEC). 24HR PRIOR NOTICE REQUIRED.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
KGS,LGKO,GR,KOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.007241,1,99999,5.971847,"Private flights only, all applicable taxes will be charged. ",No
AOK,LGKP,GR,KARPATHOS,EKO ABEE,3/3/2026,Corporate,3.452741,1,99999,6.636078,"JP8 ONLY* COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS.  NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. FUEL REQUESTED THROUGH EKO ABEE FROM NOV-MARCH REQUIRES 1 WEEK PRIOR NOTICE AND INCURS 380 EURO/DAY ATTENDANCE FEE AND 150 EURO HOOKUP FEE. BOTH ARE CHARGED REGARDLESS OF FUEL UPLIFT. 0600-2200 (APR-OCT) EVERY WEDNESDAY, FRIDAY, SUNDAY 0900-1700 (NOV-MAR).PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
AOK,LGKP,GR,KARPATHOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.452741,1,99999,6.636078,"Private flights only, all applicable taxes will be charged. ",No
CFU,LGKR,GR,CORFU,EKO ABEE,3/3/2026,Corporate,3.023861,1,99999,6.349745,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING HOUR: 0600-2200 (JAN-DEC). 24HR PRIOR NOTICE REQUIRED. ",Yes
CFU,LGKR,GR,CORFU,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.023861,1,99999,6.349745,"Private flights only, all applicable taxes will be charged. ",No
KVA,LGKV,GR,KAVALA,EKO ABEE,3/3/2026,Corporate,3.364869,1,99999,6.533206,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOUR: 0700-2200 (APR-OCT). MONDAY TO THURSDAY 0800-1600 (NOV-MAR).
REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
KVA,LGKV,GR,KAVALA,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.364869,1,99999,6.533206,"Private flights only, all applicable taxes will be charged. ",No
LXS,LGLM,GR,LIMNOS,EKO ABEE,3/3/2026,Corporate,3.909281,1,99999,7.202188,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS.NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. FUEL REQUESTED THROUGH EKO ABEE FROM NOV-MARCH REQUIRES 1 WEEK PRIOR NOTICE AND INCURS 380 EURO/DAY ATTENDANCE FEE AND 150 EURO HOOKUP FEE. BOTH ARE CHARGED REGARDLESS OF FUEL UPLIFT.  OPERATING HOURS: 0600-2200 (APR-OCT) EVERY MONDAY & THURSDAY 1100-1900 AND EVERY SATURDAY 0800-1600 (NOV-MAR).PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
LXS,LGLM,GR,LIMNOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.909281,1,99999,7.202188,"Private flights only, all applicable taxes will be charged. ",No
JMK,LGMK,GR,MIKONOS,EKO ABEE,3/3/2026,Corporate,3.493741,1,99999,6.932397,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOURS: 0600-2200 (APR-OCT) EVERY SUNDAY 1000-1800 (NOV-MAR). REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETHER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE. ",Yes
JMK,LGMK,GR,MIKONOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.493741,1,99999,6.932397,"Private flights only, all applicable taxes will be charged. ",No
MJT,LGMT,GR,MYTILENE,EKO ABEE,3/3/2026,Corporate,3.373541,1,99999,6.543959,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS.NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS.  OPERATING HOUR: 0600-2200 (APR-OCT).  0600-1400 (NOV-MAR) ",Yes
MJT,LGMT,GR,MYTILENE,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.373541,1,99999,6.543959,"Private flights only, all applicable taxes will be charged. ",No
PVK,LGPZ,GR,PREVEZA,GISCO,3/3/2026,Corporate,3.089437,1,99999,6.431060,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS.NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOUR: 0600-2200 (JAN-DEC). ",Yes
RHO,LGRP,GR,RHODES,EKO ABEE,3/3/2026,Corporate,2.916241,1,99999,6.216297,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING SCHEDULE: 24HRS (APRIL-OCT). 0600-2200 (NOV-MAR). 24HR PRIOR NOTICE IS REQUIRED.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
RHO,LGRP,GR,RHODES,EKO ABEE - PRIVATE,3/3/2026,Corporate,2.916241,1,99999,6.216297,"Private flights only, all applicable taxes will be charged. ",No
GPA,LGRX,GR,ARAXOS,GISCO,3/3/2026,Corporate,CALL,1,99999,CALL,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS.NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. NO FUEL FROM NOV-MARCH. OPERATING HOUR: 0600-2200 (APR-OCT).PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",No
CHQ,LGSA,GR,CHANIA (SOUDA),EKO ABEE,3/3/2026,Corporate,2.897037,1,99999,6.192484,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING HOUR: 0600-2200 (JAN-DEC). 24HR PRIOR NOTICE REQUIRED.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. EKO ABEE CANNOT FUEL ON US MILITARY APRON ",Yes
CHQ,LGSA,GR,CHANIA (SOUDA),EKO ABEE - PRIVATE,3/3/2026,Corporate,2.897037,1,99999,6.192484,"Private flights only, all applicable taxes will be charged.EKO ABEE CANNOT FUEL ON US MILITARY APRON ",No
JSI,LGSK,GR,SKIATHOS,EKO ABEE,3/3/2026,Corporate,3.518481,1,99999,6.723685,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOURS: 0700-2200 (APR-OCT). EVERY  MONDAY, TUESDAY, WEDNESDAY & SATURDAY 1000-1800 (NOV-MAR) REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
JSI,LGSK,GR,SKIATHOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.518481,1,99999,6.723685,"Private flights only, all applicable taxes will be charged. ",No
SMI,LGSM,GR,SAMOS,EKO ABEE,3/3/2026,Corporate,3.452741,1,99999,6.642167,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOUR: 0600-2200 (APR-OCT). EVERY SUNDAY 0700-1500 (NOV-MAR)REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE.PRICE VALID AT SIGNATURE FLIGHT SUPPORT. ",Yes
SMI,LGSM,GR,SAMOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.452741,1,99999,6.642167,"Private flights only, all applicable taxes will be charged. ",No
JSY,LGSO,GR,SYROS ISLAND,AIR BP,3/1/2026,Corporate,7.452500,1,999999,9.546538,"24% VAT APPLIES TO DOMESTIC FLIGHTS.

Time:07:30 To 13:30, Time:07:30 To 13:30, 
Day:Friday To Sunday Time:11:30 To 17:30, 
Time:11:30 To 17:30, Time:11:30 To 17:30, 
Time:08:30 To 14:30 ",No
JTR,LGSR,GR,SANTORINI THIRA,EKO ABEE,3/3/2026,Corporate,3.522741,1,99999,6.968357,"JP8 ONLY. COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED.VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED.  24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS.  OPERATING HOUR: 0600-2200 (APR-OCT). EVERY MONDAY, WEDNESDAY & FRIDAY 1200-2000 (NOV-MAR). REDUCED SCHEDULE BETWEEN NOVEMBER AND MARCH. TWO WORKING DAYS PRIOR NOTICE REQUIRED OUTSIDE THE ANNOUNCED OPERATIONG SCHEDULE PLUS ATTENDANCE FEE OF 380 EUR PER DAY AND HOOKUP FEE OF 150 EUR. THE ATTENDANCE FEE OF 380 EUR PER DAY WILL BE CHARGED WHETER OR NOT ACTUAL ARRIVAL OF AIRCRAFT AND /OR DELIVERY TAKES PLACE. ",Yes
JTR,LGSR,GR,SANTORINI THIRA,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.522741,1,99999,6.968373,"Private flights only, all applicable taxes will be charged. ",No
JSH,LGST,GR,SITIA,GISSCO VIA AIR BP,3/3/2026,Corporate,5.986747,1,99999,9.778436,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. VAT APPLIES TO DOMESTIC FLIGHTS. 20 EUR GISSO NON FUEL FEE MAY APPLY. ",No
SKG,LGTS,GR,THESSALONIKA,EKO ABEE,3/3/2026,Corporate,2.874401,1,99999,6.164415,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. OPERATING SCHEDULE: 24HRS (APRIL-OCT). 0600-2200 (NOV-MAR). 24HR PRIOR NOTICE IS REQUIRED. ",Yes
SKG,LGTS,GR,THESSALONIKA,EKO ABEE - PRIVATE,3/3/2026,Corporate,2.874401,1,99999,6.164415,"Private flights only, all applicable taxes will be charged. ",No
ZTH,LGZA,GR,ZAKINTHOS,EKO ABEE,3/3/2026,Corporate,3.071241,1,99999,6.408497,"COMMERCIAL FLIGHTS EXCISE DUTY AND VAT MAY BE EXEMPT WITH PROPER DOCUMENTATION. COMMERCIAL FLIGHTS ARE ONLY EXEMPT EXCISE AND VAT IF VALID AOC, OPERATORS'S PHYSICAL ADDRESS, HOME-COUNTRY VAT NUMBER, A/C REGISTRATION, OPS SPECS and LEASING AGREEMENT (IF APPLICABLE)  ARE PROVIDED TO DISPATCH@AEGFUELS.COM PRIOR TO AIRCRAFT ARRIVAL. IN ADDTION COMPLETION OF REFUELING DECLARATION FORM C. 1028A UPON ARRIVAL IS REQUIRED. VAT APPLIES TO DOMESTIC FLIGHTS. NIGHT TIME $80 AFTER HOURS FEE APPLIES WHETHER OR NOT ACTUAL FUELLING IS PERFORMED. 24 HRS NOTICE REQUIRED FOR AFTER HOURS FUELINGS. OPERATING HOUR: 0600-2200 (JAN-DEC). ",Yes
ZTH,LGZA,GR,ZAKINTHOS,EKO ABEE - PRIVATE,3/3/2026,Corporate,3.071241,1,99999,6.408497,"Private flights only, all applicable taxes will be charged. ",No
BUD,LHBP,HU,BUDAPEST,AFS (AIRPORT FUEL SUPPLY),3/2/2026,Corporate,3.331519,1,99999,6.875182,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DUTIES AND VAT EXEMPT FOR QUALIFYING COMMERCIAL/INTL FLIGHTS. SMALL UPLIFT FEE OF $35 FOR < 1000 LTRS AND NO SERVICE FEE OF $60 WHEN APPLICABLE. OPERATOR TAX NUMBER AND OPERATOR COMPANY ADDRESS REQUIRED ON RELEASES.

OUR TEAM HAS TO BE INFORMED THAT YOU ARE NOT REQUIRING FUEL AT LEAST ONE HOUR BEFORE DEPARTURE IN ORDER TO AVOID ZERO UPLIFT FEE. ",Yes
DEB,LHDC,HU,AEROPORT DE DEBRECEN,DEBRECEN INTERNATIONAL AIRPORT,3/3/2026,Corporate,4.337693,1,999,7.927217,"IN ORDER TO QUALIFY FOR VAT EXEMPTION, OPERATORS MUST COMPLETE VAT DECLARATION FORM PRIOR TO FLIGHT.  $100 NO SERVICE FEE. $50 LOW UPLIFT FEE FOR < 1000 LTRS.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
DEB,LHDC,HU,AEROPORT DE DEBRECEN,DEBRECEN INTERNATIONAL AIRPORT,3/3/2026,Corporate,4.337693,1000,99999,7.927217,"IN ORDER TO QUALIFY FOR VAT EXEMPTION, OPERATORS MUST COMPLETE VAT DECLARATION FORM PRIOR TO FLIGHT.  $100 NO SERVICE FEE. $50 LOW UPLIFT FEE FOR < 1000 LTRS.
DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT, INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. ",Yes
