ICAO,FBO,TIER,PRICE,NAME,
KFOE,MILLION AIR TOPEKA,476,5.96000,,
KFOE,MILLION AIR TOPEKA,1126,5.85000,,
KFOE,MILLION AIR TOPEKA,2176,5.74000,,
KFOK,MODERN AVIATION,1,6.90000,,
KFOK,SIGNATURE AVIATION,1,7.22040,,
KFPR,APP JET CENTER FORT PIERCE,1,4.59000,,
KFRG,ATLANTIC AVIATION,1,7.01180,,
KFRG,MODERN AVIATION NORTH,1,5.06000,,
KFRG,MODERN AVIATION WEST,1,5.06000,,
KFRH,FRENCH LICK MUNICIPAL AIRPORT,1,6.02000,,
KFRH,FRENCH LICK MUNICIPAL AIRPORT,500,5.98000,,
KFRH,FRENCH LICK MUNICIPAL AIRPORT,1000,5.93000,,
KFSD,MAVERICK AIR CENTER,1,4.60300,,
KFSD,SIGNATURE AVIATION,1,4.73450,,
KFSK,FORT SCOTT MUNI ARPT,1,4.23287,,
KFSM,SIGNATURE AVIATION,1,6.26950,,
KFST,FORT STOCKTON AVIATION LLC,1,5.16163,,
KFST,FORT STOCKTON AVIATION LLC,201,5.06163,,
KFST,FORT STOCKTON AVIATION LLC,501,4.96163,,
KFTW,MODERN AVIATION,1,4.85949,,
KFTW,TEXAS JET,1,4.65000,,
KFTY,HILL AIRCRAFT,1,5.96629,,
KFTY,SIGNATURE AVIATION,1,5.74760,,
KFUL,GENERAL AVIATION,1,6.95000,,
KFWA,FORT WAYNE AERO CENTER,1,5.52760,,
KFWA,FORT WAYNE AERO CENTER,301,5.42760,,
KFWA,FORT WAYNE AERO CENTER,501,5.32760,,
KFWA,FORT WAYNE AERO CENTER,1001,5.22760,,
KFWA,FORT WAYNE AERO CENTER,1501,5.12760,,
KFWS,VESPER AVIATION,1,6.09000,,
KFWS,VESPER AVIATION,501,5.99000,,
KFWS,VESPER AVIATION,1001,5.89000,,
KFWS,VESPER AVIATION,1501,5.79000,,
KFXE,ATLANTIC AVIATION,1,5.09000,,
KFXE,BANYAN AIR SERVICE,1,4.94241,,
KFXE,SIGNATURE AVIATION,1,5.75470,,
KFXE,W AVIATION,1,4.11375,,
KFYE,FAYETTE COUNTY AIRPORT,1,3.97000,,
KFYJ,MIDDLE PENINSULA AIRPORT AUTH,1,5.19000,,
KFYV,FAYETTEVILLE AVIATION SERVICES,1,5.31000,,
KFYV,FAYETTEVILLE AVIATION SERVICES,501,5.22000,,
KFYV,FAYETTEVILLE AVIATION SERVICES,1001,5.11000,,
KFYV,FAYETTEVILLE AVIATION SERVICES,1501,4.89000,,
KGAD,NORTHEAST ALABAMA REGIONAL AVIATION,1,5.12000,,
KGAD,NORTHEAST ALABAMA REGIONAL AVIATION,150,4.92000,,
KGAD,NORTHEAST ALABAMA REGIONAL AVIATION,500,4.82000,,
KGAI,DC METRO AVIATION SERVICES,1,6.09832,,
KGBD,COULSON AVIATION,1,5.85547,N/A,
KGBD,COULSON AVIATION,501,5.74677,N/A,
KGBD,COULSON AVIATION,1001,5.63807,N/A,
KGBG,JET AIR INC,1,5.28000,,
KGBG,JET AIR INC,100,5.24000,,
KGBG,JET AIR INC,250,5.19000,,
KGBG,JET AIR INC,500,5.14000,,
KGBG,JET AIR INC,750,5.09000,,
KGBG,JET AIR INC,1000,5.04000,,
KGCC,THUNDER BASIN FBO,1,5.13309,,
KGCC,THUNDER BASIN FBO,251,4.88309,,
KGCC,THUNDER BASIN FBO,501,4.68309,,
KGCK,CROSBY FLYING SERVICES,1,5.19089,,
KGCN,GRAND CANYON AIRLINES,1,4.02406,,
KGCY,GREENEVILLE MUNICIPAL,1,5.82000,,
KGDJ,CITY OF GRANBURY,1,5.31109,N/A,
KGDJ,CITY OF GRANBURY,501,5.11109,N/A,
KGDJ,CITY OF GRANBURY,751,5.01109,N/A,
KGED,SKYLINE AVIATION,1,5.80636,,
KGEG,AERO CENTER SPOKANE,1,5.85839,,
KGEG,SIGNATURE AVIATION,1,6.78710,,
KGEU,GLENDALE AERO SERVICES,1,5.42000,,
KGEV,ASHE COUNTY AIRPORT,1,4.99000,,
KGEZ,SHELBYVILLE AVIATION,1,4.88000,,
KGFK,AVFLIGHT GRAND FORKS,1,7.54532,,
KGGE,SEVEN RIVERS AVIATION,1,5.46000,,
KGGE,SEVEN RIVERS AVIATION,300,5.41000,,
KGGE,SEVEN RIVERS AVIATION,500,5.36000,,
KGGE,SEVEN RIVERS AVIATION,800,5.31000,,
KGGG,KRS JET CENTER,1,4.57034,,
KGHM,CENTERVILLE AIRPORT,1,3.87000,,
KGIF,WINTER HAVEN REGIONAL AIRPORT,1,5.47393,Any urgent info: 1) Minimum Notice Rqd: 24 hours for after-hours service 2) Ramps serviced: All 3) Additional Information: Prist/100LL available / UNICOM: 122.775 / After hours service is available contact FBO for more information for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KGIF,WINTER HAVEN REGIONAL AIRPORT,251,5.27393,Any urgent info: 1) Minimum Notice Rqd: 24 hours for after-hours service 2) Ramps serviced: All 3) Additional Information: Prist/100LL available / UNICOM: 122.775 / After hours service is available contact FBO for more information for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KGIF,WINTER HAVEN REGIONAL AIRPORT,501,5.07393,Any urgent info: 1) Minimum Notice Rqd: 24 hours for after-hours service 2) Ramps serviced: All 3) Additional Information: Prist/100LL available / UNICOM: 122.775 / After hours service is available contact FBO for more information for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KGJT,WEST STAR AVIATION,1,7.87185,Prior authorization is required at this location,
KGJT,WEST STAR AVIATION,300,7.77185,Prior authorization is required at this location,
KGJT,WEST STAR AVIATION,500,7.67185,Prior authorization is required at this location,
KGJT,WEST STAR AVIATION,800,7.47185,Prior authorization is required at this location,
KGJT,WEST STAR AVIATION,1201,7.27185,Prior authorization is required at this location,
KGKT,GATLINBURG-PIGEON FORGE AIRPORT,1,5.75000,,
KGKT,GATLINBURG-PIGEON FORGE AIRPORT,100,5.74000,,
KGKT,GATLINBURG-PIGEON FORGE AIRPORT,500,5.69000,,
KGKY,ARLINGTON AIR CENTER,1,5.18000,,
KGKY,ARLINGTON AIR CENTER,401,5.03000,,
KGKY,ARLINGTON AIR CENTER,1001,4.83000,,
KGLD,BUTTERFLY AVIATION,1,4.61000,,
KGLE,CITY OF GAINESVILLE,1,3.81000,,
KGLH,MID DELTA AVIATION,1,5.33000,,
KGLH,MID DELTA AVIATION,251,5.14000,,
KGLH,MID DELTA AVIATION,501,4.84000,,
KGLH,MID DELTA AVIATION,1001,4.74000,,
KGLS,ISLAND JET CENTER,1,5.81000,,
KGLW,GLASGOW AVIATION,1,5.68000,,
KGLY,CLINTON REGIONAL,1,4.78568,,
KGMU,VANTAGE AVIATION,1,6.49300,,
KGNC,FLYTEX AVIATION,1,4.27953,,
KGNG,HIGH RANGE AVIATION,1,5.20829,1) Minimum Notice Required: None 2) Ramps serviced: Own ramp 3) Additional Information: Fuel is available. After hours service is available call FBO for pricing. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com,
KGNV,UNIVERSITY AIR CTR,1,5.58262,,
KGNV,UNIVERSITY AIR CTR,226,5.48262,,
KGNV,UNIVERSITY AIR CTR,501,5.33262,,
KGNV,UNIVERSITY AIR CTR,1001,5.19262,,
KGOK,APEX AERO CENTER,1,5.18450,,
KGOK,APEX AERO CENTER,200,5.03450,,
KGOK,APEX AERO CENTER,500,4.88450,,
KGOK,APEX AERO CENTER,1000,4.23450,,
KGOK,APEX AERO CENTER,2000,3.98450,,
KGON,MODERN AVIATION,1,7.43000,,
KGOO,NEVADA COUNTY AIRPORT,1,6.60571,1) Minimum Notice Required: None 2) Ramps serviced: Own ramp 3) Additional Information: Jet-A Prist and 100LL available (Self Service) / UNICOM 122.725 4) Operating Hours: 24/7 0800-1700 L For more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KGOO,NEVADA COUNTY ARPT,1,6.14005,,
KGPH,APEX EXECUTIVE JET CENTER,1,5.76349,N/A,
KGPH,APEX EXECUTIVE JET CENTER,200,5.61349,N/A,
KGPH,APEX EXECUTIVE JET CENTER,500,5.46349,N/A,
KGPH,APEX EXECUTIVE JET CENTER,1000,4.91349,N/A,
KGPH,APEX EXECUTIVE JET CENTER,2000,4.66349,N/A,
KGPI,ATLANTIC AVIATION,1,6.69300,,
KGPT,MILLION AIR GULFPORT-BILOXI,1,6.19000,,
KGPZ,AIR WAYS AV CTR,1,6.02000,,
KGRB,AVFLIGHT,1,4.83301,,
KGRB,JET AIR GROUP,1,4.68176,,
KGRD,AERONAUTICAL SERVICES GREENWOOD,1,5.75000,,
KGRD,AERONAUTICAL SERVICES GREENWOOD,250,5.64000,,
KGRD,AERONAUTICAL SERVICES GREENWOOD,500,5.53000,,
KGRI,TREGO-DUGAN AVIATION,1,4.14000,,
KGRK,KILLEEN-FORT HOOD REGIONAL AIRPORT,1,3.78828,MILITARY FLIGHTS ONLY,
KGRK,KILLEEN-FORT HOOD REGIONAL AIRPORT,251,4.84844,PLEASE NOTE THAT THIS IS FOR THE CILIVIAN SIDE ONLY! 48 HR PRIOR LANDING APPROVAL REQ. PLEASE CALL 254-501-8750. PRICING MAY CHANGE DAILY AND WITHOUT NOTICE. PLEASE NOTE THAT THIS IS FOR THE CILIVIAN SIDE ONLY!,
KGRR,AVFLIGHT GRAND RAPIDS,1,5.09749,,
KGRR,SIGNATURE AVIATION,1,5.34430,,
KGSH,SWEET AVIATION,1,5.04641,,
KGSH,SWEET AVIATION,250,4.79641,,
KGSH,SWEET AVIATION,750,4.54641,,
KGSO,KOURY AVIATION,1,6.37711,,
KGSO,KOURY AVIATION,301,6.16311,,
KGSO,KOURY AVIATION,501,5.89561,,
KGSO,KOURY AVIATION,1001,5.62811,,
KGSO,KOURY AVIATION,1501,5.41411,,
KGSO,KOURY AVIATION,2001,5.14661,,
KGSO,KOURY AVIATION,2501,4.93261,,
KGSO,SIGNATURE AVIATION,1,6.61370,,
KGSO,TEXTRON AVIATION (LINE/RAMP ENGINEERING),1,5.71656,Fuel is available only to service center customers. Confirm with the service center to ensure your aircraft is serviceable.,
KGSP,CERULEAN AVIATION,1,6.43528,,
KGTB,WHEELER SACK AAF OPS,1,3.28728,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KGTF,GREAT FALLS JET CENTER,1,4.52780,,
KGTF,HOLMAN AVIATION,1,4.97031,,
KGTR,AVFLIGHT COLUMBUS,1,6.81359,Fuel price changes on Mondays. For fuelings occurring on a Monday contact Avfuel for an updated price,
KGTU,CUTTER AVIATION,1,6.11836,,
KGUC,AVFLIGHT GUNNISON CORP,1,8.62737,,
KGUP,KT AERO,1,6.36013,Operating hours are from 7:00am-7pm daily for Full Serve.  Self Serve avail (24hrs) PRICING SUBJECT TO CHANGE AT ANYTIME,
KGUS,MIAMI COUNTY AVIATION.,1,4.74324,,
KGUY,CENTERLINE AVIATION,1,4.33000,,
KGVL,CHAMPION AVIATION SERVICES,1,6.82000,,
KGWB,SWEET AVIATION,1,5.10021,,
KGWB,SWEET AVIATION,251,4.85021,,
KGWB,SWEET AVIATION,501,4.60021,,
KGXY,PEAK FLIGHT SUPPORT,1,5.60452,,
KGYH,STEVENS AEROSPACE,1,6.20000,,
KGYH,VANTAGE AVIATION,1,6.16300,,
KGYI,RISE AVIATION,1,5.31700,,
KGYI,RISE AVIATION,501,5.06700,,
KGYI,RISE AVIATION,1001,4.71700,,
KGYR,LUX AIR JET CENTERS,1,6.45072,,
KGYR,LUX AIR JET CENTERS,201,6.10072,,
KGYR,LUX AIR JET CENTERS,501,6.00072,,
KGYR,LUX AIR JET CENTERS,1001,5.80072,,
KGYR,LUX AIR JET CENTERS,2001,5.60072,,
KGYR,LUX AIR JET CENTERS,5001,5.20072,,
KGYY,B COLEMAN AVIATION,1,4.34000,,
KGYY,GARY JET CENTER,1,4.97834,,
KGYY,GARY JET CENTER,200,4.92834,,
KGYY,GARY JET CENTER,500,4.87834,,
KGYY,GARY JET CENTER,751,4.72834,,
KGYY,GARY JET CENTER,1000,4.57834,,
KGZS,JONES FLYING SERVICE,1,4.89000,,
KHAO,CINCINNATI JET CENTER,1,5.62000,,
KHAO,CINCINNATI JET CENTER,101,5.52000,,
KHAO,CINCINNATI JET CENTER,300,5.32000,,
KHAO,CINCINNATI JET CENTER,500,5.17000,,
KHAO,CINCINNATI JET CENTER,1000,4.87000,,
KHAO,CINCINNATI JET CENTER,1500,4.77000,,
KHAO,CINCINNATI JET CENTER,2000,4.67000,,
KHBG,SOUTHEAST AVIATION,1,5.82000,,
KHBI,CARDINAL AIR,1,4.91000,,
KHBV,COSBYAIR,1,5.54825,,
KHCR,OK3 AIR,1,8.95053,,
KHDC,PIERCE AVIATION,1,4.94000,,
KHDC,PIERCE AVIATION,201,4.88000,,
KHDC,PIERCE AVIATION,501,4.82000,,
KHDC,PIERCE AVIATION,1001,4.77000,,
KHDC,TOP GUN AVIATION,1,4.77000,,
KHDN,ATLANTIC AVIATION,1,8.46000,,
KHEF,APP JET CENTER MANASSAS,1,4.52300,,
KHEF,CHANTILLY AIR JET CENTER,1,4.87269,,
KHEZ,NATCHEZ-ADAMS COUNTY AIRPORT,1,5.41000,,
KHFD,HARTFORD JET CENTER,1,5.89950,,
KHFJ,MONETT JET,1,5.36596,,
KHFY,INDY SOUTH GREENWOOD AIRPORT,1,5.30852,1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KHFY,INDY SOUTH GREENWOOD AIRPORT,501,5.00852,1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KHFY,INDY SOUTH GREENWOOD AIRPORT,1001,4.75852,1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KHFY,INDY SOUTH GREENWOOD AIRPORT,2001,4.40852,1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KHGR,RIDER JET CENTER,1,6.24488,,
KHGR,RIDER JET CENTER,251,6.09488,,
KHGR,RIDER JET CENTER,501,5.84488,,
KHHG,PATRIOT AVIATION,1,4.73000,,
KHHG,PATRIOT AVIATION,300,4.48000,,
KHHR,JET CENTER LOS ANGELES,1,7.09000,,
KHHR,JET CENTER LOS ANGELES,200,6.99000,,
KHHR,JET CENTER LOS ANGELES,500,6.54000,,
KHHR,JET CENTER LOS ANGELES,750,6.44000,,
KHHR,JET CENTER LOS ANGELES,1000,6.34000,,
KHIB,HIBBING FUELING FACILITY,1,5.57000,,
KHIB,HIBBING FUELING FACILITY,301,5.37000,,
KHIB,HIBBING FUELING FACILITY,601,5.27000,,
KHIB,HIBBING FUELING FACILITY,901,5.07000,,
KHIB,HIBBING FUELING FACILITY,1200,4.97000,,
KHII,VELOCITY FBO NETWORK,1,6.51103,,
KHII,VELOCITY FBO NETWORK,301,6.26103,,
KHII,VELOCITY FBO NETWORK,501,6.11103,,
KHII,VELOCITY FBO NETWORK,801,6.01103,,
KHII,VELOCITY FBO NETWORK,1501,5.91103,,
KHIO,AERO AIR,1,3.91000,,
KHIO,GLOBAL AVIATION,1,4.67000,,
KHIO,HILLSBORO AVIATION,1,4.49543,Sustainable Aviation Fuel is available at this location please call Avfuel for pricing. 800-466-2778,
KHIO,HILLSBORO AVIATION,151,4.39543,Sustainable Aviation Fuel is available at this location please call Avfuel for pricing. 800-466-2778,
KHIO,HILLSBORO AVIATION,501,4.34543,Sustainable Aviation Fuel is available at this location please call Avfuel for pricing. 800-466-2778,
KHIO,HILLSBORO AVIATION,1001,4.29543,Sustainable Aviation Fuel is available at this location please call Avfuel for pricing. 800-466-2778,
KHKS,SKYPORT AVIATION,1,5.42473,N/A,
KHKS,SKYPORT AVIATION,501,5.32473,N/A,
KHKS,SKYPORT AVIATION,1001,5.22473,N/A,
KHKY,HICKORY REGIONAL AIRPORT,1,5.55300,,
KHLN,SKYSERVICE HELENA,1,5.10309,,
KHMN,HOLLOWMAN OPS,1,3.31522,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KHND,HENDERSON EXECUTIVE AIRPORT,1,5.82690,,
KHNZ,FLY HNZ,1,5.73000,,
KHOB,CHRISTIAN AERO LLC,1,5.33254,PRICING SUBJECT TO CHANGE AT ANYTIME,
KHOB,CHRISTIAN AERO LLC,500,5.22961,PRICING SUBJECT TO CHANGE AT ANYTIME,
KHOB,CHRISTIAN AERO LLC,1000,5.12669,PRICING SUBJECT TO CHANGE AT ANYTIME,
KHOB,TAILWIND AVIATION,1,5.08602,,
KHON,WILDE AIR,1,5.61998,,
KHON,WILDE AIR,101,5.36998,,
KHON,WILDE AIR,305,5.11998,,
KHON,WILDE AIR,1001,4.86998,,
KHOT,CITY OF HOT SPRINGS,1,5.81898,,
KHOT,CITY OF HOT SPRINGS,51,5.65473,,
KHOT,CITY OF HOT SPRINGS,101,5.54523,,
KHOT,CITY OF HOT SPRINGS,151,5.38098,,
KHOT,CITY OF HOT SPRINGS,301,5.32623,,
KHOT,CITY OF HOT SPRINGS,501,5.16198,,
KHOU,ATLANTIC AVIATION,1,5.42000,,
KHOU,GALAXY FBO,1,3.98000,,
KHOU,JET AVIATION HOUSTON,1,4.28000,,
KHOU,MILLION AIR HOUSTON,1,4.92600,,
KHOU,SIGNATURE AVIATION,1,4.89200,,
KHOU,WILSON AIR CENTER HOU,1,4.54000,,
KHOU,WILSON AIR CENTER HOU,200,4.49000,,
KHOU,WILSON AIR CENTER HOU,500,4.44000,,
KHPN,ATLANTIC AVIATION EAST,1,5.62320,,
KHPN,ATLANTIC AVIATION WEST,1,5.62320,,
KHPN,MILLION AIR WHITE PLAINS,1,5.85300,,
KHPN,SIGNATURE AVIATION EAST,1,7.84720,,
KHPN,SIGNATURE AVIATION WEST,1,7.84720,,
KHQU,SPIRIT AVIATION,1,6.19091,1) Minimum Notice Required: None 2) Ramps serviced: ALL Ramps Serviced 3) Additional Information: Prist is available. Crew Car /Lav - GPU - UNICOM 122.8. After hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KHQZ,MESQUITE EXECUTIVE AIR CENTER,1,4.86000,,
KHQZ,MESQUITE EXECUTIVE AIR CENTER,200,4.66000,,
KHQZ,MESQUITE EXECUTIVE AIR CENTER,500,4.46000,,
KHQZ,MESQUITE EXECUTIVE AIR CENTER,1000,4.36000,,
KHRF,ASCENSION FBO NETWORK,1,6.57000,,
KHRF,ASCENSION FBO NETWORK,301,6.53000,,
KHRF,ASCENSION FBO NETWORK,401,6.48000,,
KHRF,ASCENSION FBO NETWORK,501,6.38000,,
KHRF,ASCENSION FBO NETWORK,601,6.18000,,
KHRF,ASCENSION FBO NETWORK,701,6.03000,,
KHRF,ASCENSION FBO NETWORK,801,5.78000,,
KHRF,ASCENSION FBO NETWORK,1001,5.53000,,
KHRJ,HARNETT REGIONAL JETPORT,1,4.93000,,
KHRL,GULF AVIATION,1,4.14936,PRICE IS SUBJECT TO CHANGE AT ANY TIME.,
KHRL,SUN VALLEY AVIATION,1,4.12547,,
KHRO,FLY ARKANSAS LLC,1,6.03000,,
KHRO,FLY ARKANSAS LLC,150,5.77000,,
KHRO,FLY ARKANSAS LLC,500,5.50000,,
KHRO,FLY ARKANSAS LLC,1000,5.23000,,
KHSA,MILLION AIR STENNIS,1,5.84000,,
KHSA,MILLION AIR STENNIS,176,5.74000,,
KHSA,MILLION AIR STENNIS,476,5.64000,,
KHSA,MILLION AIR STENNIS,1126,5.54000,,
KHSA,MILLION AIR STENNIS,2176,5.44000,,
KHSD,SUNDANCE AIRPORT FBO,1,4.09166,,
KHSI,HASTINGS AIR,1,4.12000,,
KHSI,HASTINGS AIR,251,4.07000,,
KHSI,HASTINGS AIR,501,4.05000,,
KHSI,HASTINGS AIR,751,4.02000,,
KHSI,HASTINGS AIR,1001,3.98000,,
KHST,HOMESTEAD OPS,1,3.24400,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KHSV,SIGNATURE AVIATION,1,6.94490,,
KHTS,HUNTINGTON JET CENTER,1,5.28349,,
KHUF,HOOSIER AVIATION,1,6.14412,,
KHUF,HOOSIER AVIATION,251,5.89412,,
KHUF,HOOSIER AVIATION,501,5.64412,,
KHUF,HOOSIER AVIATION,1001,5.39412,,
KHUF,HOOSIER AVIATION,2001,5.14412,,
KHUM,APEX JET CENTER,1,5.73000,,
KHUM,APEX JET CENTER,201,5.68000,,
KHUM,APEX JET CENTER,501,5.63000,,
KHUM,APEX JET CENTER,1001,5.58000,,
KHUT,WELLS AIRCRAFT,1,5.57475,,
KHUT,WELLS AIRCRAFT,101,5.35825,,
KHUT,WELLS AIRCRAFT,201,5.25000,,
KHUT,WELLS AIRCRAFT,401,5.14175,,
KHVN,ROBINSON AVIATION,1,6.30000,,
KHVN,ROBINSON AVIATION,350,6.10000,,
KHVN,ROBINSON AVIATION,1000,6.00000,,
KHVS,RISEAERO LLC,1,6.35000,,
KHWD,APP JET CENTER HAYWARD,1,4.79300,,
KHWD,SIGNATURE AVIATION FORMERLY MERIDIAN,1,4.71980,,
KHWV,NORTHEAST AIRPARK/NORTHEAST AVIATION FUELING,1,6.60000,,
KHWV,NORTHEAST AIRPARK/NORTHEAST AVIATION FUELING,101,6.35000,,
KHWV,NORTHEAST AIRPARK/NORTHEAST AVIATION FUELING,251,6.14000,,
KHXD,SIGNATURE AVIATION,1,8.19210,,
KHYA,ATLANTIC AVIATION,1,6.70000,,
KHYA,CAPE COD GATEWAY AIRPORT,1,6.70000,,
KHYI,BERRY AVIATION INC,1,4.88000,,
KHYI,BERRY AVIATION INC,501,4.78000,,
KHYI,BERRY AVIATION INC,1001,4.68000,,
KHYI,BERRY AVIATION INC,1501,4.58000,,
KHYI,BERRY AVIATION INC,2001,4.13000,,
KHYR,HAYWARD AVIATION,1,5.74000,,
KHYR,HAYWARD AVIATION,500,5.65000,,
KHYS,HAYS AIRCRAFT LLC,1,4.47000,,
KHYS,HAYS AIRCRAFT LLC,100,4.34000,,
KHYS,HAYS AIRCRAFT LLC,301,4.23000,,
KHYS,HAYS AIRCRAFT LLC,701,4.13000,,
KHZL,HAZLETON AIRPORT,1,5.42502,,
KHZL,HAZLETON AIRPORT,301,5.37502,,
KI68,WARREN CO AIRPORT JET CENTER,1,5.03000,,
KI69,EASTERN CINCINNATI AVIATION,1,4.37000,,
KIAB,MCCONNELL AFB OPS,1,3.22358,ALL REQUESTS FOR PRICING AND AUTHORIZATION MUST BE VALIDATED THROUGH DISPATCH@AEGFUELS.COM WITH NO LESS THAN 48 HOURS NOTICE FOR FUELINGS M-F AND 72 HOURS FOR WEEKEND FUELINGS. PRICING SUBJECT TO CHANGE AT ANY TIME.,
KIAD,ATLANTIC AVIATION,1,9.06900,,
KIAD,SIGNATURE AVIATION,1,9.51000,,
KIAG,CALSPAN AIR SERVICES,1,6.62000,,
KIAG,CALSPAN AIR SERVICES,200,6.17000,,
KIAG,CALSPAN AIR SERVICES,501,5.86000,,
KIAG,CALSPAN AIR SERVICES,1000,5.29000,,
KIAH,ATLANTIC AVIATION,1,7.21000,,
KIAH,SIGNATURE AVIATION,1,5.05810,,
KICR,HOWARD AVIATION,1,5.07000,,
KICT,SIGNATURE AVIATION,1,5.39290,,
KICT,TEXTRON AVIATION - BEECHCRAFT (LINE/RAMP ENGINEERING),1,5.65202,Fuel is available only to service center customers. Confirm with the service center to ensure your aircraft is serviceable.,
KICT,YINGLING AVIATION,1,4.53000,,
KIDA,AERO MARK,1,5.88387,,
KIDA,AERO MARK,251,5.68387,,
KIDA,AERO MARK,501,5.58387,,
KIDA,AERO MARK,1001,5.48387,,
KIDA,AERO MARK,2501,5.38387,,
KIDP,CITY OF INDEPENDENCE,1,4.66000,FUEL RELEASE REQUIRED. PLEASE CONTACT AEG DISPATCH FOR VALID FUEL PRICE FOR FUELING. PRICE IS SUBJECT TO CHANGE AT ANY TIME,
KIGM,AIR'ZONA AIRCRAFT SERVICES INC.,1,5.32952,1) Minimum Notice Required:No 2) Ramps serviced: All ramps 3) Additional Information: UNICOM 122.8 4) Operating Hours: Mon-Fri 0800 to 1700....after hrs available with advance notice 5) Any special instructions:Catering and Crew Cars available for more information please contact your local fuel logistics team on fuel24@wfscorp.com .,
KIKG,MIKE'S AIRCRAFT SHOP,1,5.33000,,
KIKV,EXEC 1 AVIATION,1,8.37246,***PRICES AT KIKV CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT 24:00 EST.*** For commercial rates call the Avfuel contract fuel sales office.,
KILE,SKYLARK FIELD,1,4.64340,PRICING MAY CHANGE DAILY AND WITHOUT NOTICE.,
KILE,SKYLARK FIELD,251,4.54340,PRICING MAY CHANGE DAILY AND WITHOUT NOTICE.,
KILG,ATLANTIC AVIATION,1,6.79000,,
KILG,FLY ADVANCED,1,6.34000,,
KILG,FLY ADVANCED,301,5.45000,,
KILG,FLY ADVANCED,1001,5.28000,,
KILG,FLY ADVANCED,2501,4.98000,,
KILM,AERO CENTER WILMINGTON,1,4.84000,,
KILM,MODERN AVIATION,1,5.37000,,
KILN,LGSTX SERVICES,1,6.95455,,
KIMM,IMMOKALEE REGIONAL AIRPORT,1,4.90835,,
KIMM,IMMOKALEE REGIONAL AIRPORT,350,4.85835,,
KIMM,IMMOKALEE REGIONAL AIRPORT,750,4.80835,,
KIMS,MADISON MUNICIPAL AIRPORT,1,5.00000,,
KIMS,MADISON MUNICIPAL AIRPORT,1000,4.75000,,
KIMT,KUBICK AVIATION SERVICES INC,1,5.35791,1) Minimum Notice Required:No 2) Ramps serviced: ALL Ramps 3) Additional Information: Avgas and Prist available 4/12/2024 4) Operating Hours: Mon - Fri = 0700 to 2000.....Sat & Sun = 0700 to 1700. After Hours is available/ Call out fee applies. Self serve is available 24/7. for more information please contact your local fuel logistics team on fuel24@wfscorp.com,
KIND,MILLION AIR INDIANAPOLIS,1,6.39999,,
KIND,SIGNATURE AVIATION,1,6.55420,,
KINF,RIGHT RUDDER AVIATION,1,6.59000,,
KINL,EINARSON FLYING SERVICE,1,7.85709,***PRICES AT KINL CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT 24:00 EST.*** For commercial rates call the Avfuel contract fuel sales office.,
KINL,EINARSON FLYING SERVICE,351,7.60709,***PRICES AT KINL CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT 24:00 EST.*** For commercial rates call the Avfuel contract fuel sales office.,
KINL,EINARSON FLYING SERVICE,601,7.35709,***PRICES AT KINL CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT 24:00 EST.*** For commercial rates call the Avfuel contract fuel sales office.,
